Index,0 [0x0][0x0],1 [0x19][0x31],2 [0x5][0x8],3 [0x3][0x1a],4 [0x3][0x1b],5 [0x3][0x1c],6 [0x3][0x1d],7 [0x4][0x18],8 [0x5][0xa],9 [0x3][0x1e],10 [0x2][0x2d],11 [0x3][0x1f],12 [0x3][0x20],13 [0x1a][0x31],14 [0x2][0x2e],15 [0x1b][0x31],16 [0x1c][0x31],17 [0x1d][0x31],18 [0x1e][0x31],19 [0x1f][0x31],20 [0x20][0x31],21 [0x19][0x32],22 [0x1a][0x32],23 [0x1b][0x32],24 [0x2][0x2f],25 [0x1c][0x32],26 [0x1d][0x32],27 [0x3][0x21],28 [0x3][0x22],29 [0x3][0x23],30 [0x1e][0x32],31 [0x3][0x24],32 [0x5][0xc],33 [0x3][0x25],34 [0x5][0xe],35 [0x5][0x10],36 [0x1f][0x32],37 [0x5][0x12],38 [0x5][0x14],39 [0x3][0x26],40 [0x2][0x30],41 [0x3][0x27],42 [0x3][0x28],43 [0x5][0x16],44 [0x7][0x4],45 [0x3][0x29],46 [0x3][0x2a],47 [0x20][0x32],48 [0x19][0x33],49 [0x3][0x2b],50 [0x1a][0x33],51 [0x1b][0x33],52 [0x1c][0x33],53 [0x1d][0x33],54 [0x1e][0x33],55 [0x1f][0x33],56 [0x20][0x33],57 [0x19][0x34],58 [0x1a][0x34],59 [0x3][0x2c],60 [0x1b][0x34],61 [0x1c][0x34]
2878,"Wildfire",false,3018,4,0,0,0,3832,1875,0,31,0,38,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,600,11,-1,7,0,0,0,96,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2879,"Quick Reload",false,3020,4,0,0,0,3833,1875,0,31,0,26,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,150,7,0,0,0,0,0,96,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2880,"Gauss Barrel",false,3021,4,0,42,29,3834,1875,0,31,0,52,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,70,0,0,true,0,20,1,0,0,0,0,67242,96,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2881,"Rapid Fire",false,3023,4,0,0,0,3835,1875,0,31,0,30,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,12,0,0,0,0,0,96,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2882,"Rend Mind",false,3010,4,0,0,0,3837,1875,0,-1,0,0,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,900,13,-1,7,0,0,0,0,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2883,"Suppressive Fire",false,3008,4,0,0,0,3838,1875,0,-1,0,0,false,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,250,17,-1,7,0,0,0,0,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2884,"Foot Graze",false,3012,4,0,0,0,3839,1875,0,-1,0,0,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,200,15,-1,7,0,0,0,0,3,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2885,"Hypercharge",false,3024,4,0,0,0,3840,1875,0,31,0,58,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,40,0,0,true,0,1200,14,0,0,0,0,67246,96,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2886,"Head Graze",false,3009,4,0,0,0,3842,1875,0,-1,0,0,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,250,17,-1,7,0,0,0,0,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2887,"Dismantle",false,3011,4,0,0,0,3843,1875,0,31,0,56,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,600,13,-1,7,0,0,67244,96,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2888,"Blank",false,3016,4,0,0,0,3844,1875,0,31,0,15,false,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,6,-1,7,0,0,0,96,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2889,"Promotion",false,3025,4,0,0,0,3845,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,40,0,0,true,0,50,2,0,0,0,852,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2890,"Ricochet",false,3017,4,0,0,0,3846,4008,0,31,0,60,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,true,0,600,9,-1,7,0,0,67248,96,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2891,"Volley Fire",false,405,0,0,0,0,3201,1875,0,-1,0,0,false,40,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,30,0,2,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2892,"Aether Mortar",false,405,0,0,0,0,4383,4384,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,0,30,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2893,"Ossify",false,405,4,0,0,0,3207,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,400,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2894,"Eternity Ring",false,405,5,0,1,1,3200,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,50,6000,61,0,0,0,0,0,1,0,false,false,0,false,false,true,false,true,true,true,false,true,0,false,false
2895,"Rotting Bandages",false,405,3,0,8,24,3682,1875,0,-1,0,0,false,4,true,false,false,false,false,false,false,false,false,0,true,true,3,4,0,true,0,0,0,0,0,false,30,200,0,1,7,0,0,0,0,0,false,false,3,false,false,true,false,true,true,false,false,true,0,false,false
2896,"",false,405,0,0,0,0,1222,1875,0,-1,0,0,false,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,30,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
2897,"Sandblast",false,405,3,0,8,24,3204,3244,0,-1,0,0,false,8,true,false,false,false,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2898,"Desert Storm",false,405,2,0,8,24,3205,3245,0,-1,0,0,false,40,true,false,false,false,false,false,false,false,false,0,true,true,4,40,4,true,0,0,0,0,0,false,20,0,0,5,4,0,0,0,0,0,false,false,2,false,false,true,false,true,true,false,false,true,0,false,false
2899,"Dust to Dust",false,405,3,0,8,24,3206,1875,0,-1,0,0,false,40,false,false,false,true,false,false,false,false,false,0,true,true,1,40,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2900,"Iron Pike",false,405,4,0,0,0,1378,1875,0,-1,0,0,false,50,true,false,false,false,false,false,false,false,false,0,false,false,6,2,2,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,true,false,false,false,false,false,false,true,0,false,false
2901,"Crackle Hiss",false,405,3,0,0,0,3207,3247,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,25,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2902,"Critical Rip",false,405,3,0,8,24,3208,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2903,"Spike Flail",false,405,3,0,8,24,3209,3249,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,25,0,true,0,0,0,0,0,false,25,0,0,3,7,0,0,0,0,0,false,false,3,false,false,true,false,true,true,false,false,true,0,false,false
2904,"Erratic Blaster",false,405,3,0,0,0,3210,3250,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2905,"Erratic Blaster",false,405,3,0,0,0,3607,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2906,"Electrification",false,405,3,0,0,0,3211,3251,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2907,"Wild Charge",false,405,3,0,8,24,3212,3252,0,-1,1,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,6,0,10,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2908,"Electric Shock",false,405,3,0,0,0,3608,3609,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2909,"Electrocharge",false,405,3,0,8,24,3215,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,40,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,false,true,false,false,true,0,false,false
2910,"Electric Burst",false,405,3,0,8,24,3213,3253,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2911,"Heat Lightning",false,405,3,0,8,24,3215,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,40,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,false,false,false,false,true,0,false,false
2912,"Heat Lightning",false,405,3,0,0,0,3610,3611,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,46,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,false,true,0,false,false
2913,"Cyclonic Chaos",false,405,3,0,0,0,3215,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,false,false,false,false,true,0,false,false
2914,"Cyclonic Chaos",false,405,3,0,0,0,3612,3613,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,false,true,0,false,false
2915,"Electric Burst",false,405,3,0,8,24,3213,3253,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2916,"Crackle Hiss",false,405,3,0,0,0,3207,3247,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,25,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2917,"Spike Flail",false,405,3,0,8,24,3209,3249,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,25,0,true,0,0,0,0,0,false,25,0,0,3,7,0,0,0,0,0,false,false,3,false,false,true,false,true,true,false,false,true,0,false,false
2918,"Erratic Blaster",false,405,3,0,0,0,3210,3250,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2919,"Erratic Blaster",false,405,3,0,0,0,3607,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2920,"Static Discharge",false,405,3,0,0,0,3214,3254,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
2921,"Electric Burst",false,405,3,0,8,24,3213,3253,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2922,"(仮)ティアマット：メカハイドラ：オートアタック：バハムートダンジョン3",false,405,1,0,0,0,3224,3264,0,-1,0,0,false,5,false,false,false,true,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2923,"Resonance",false,405,3,0,0,0,3211,3251,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2924,"Nerve Gas",false,405,3,0,8,24,3212,3252,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,30,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,60,false,false,true,false,true,true,false,false,true,0,false,false
2925,"Nerve Gas",false,405,3,0,8,24,3213,3253,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,30,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,61,false,false,true,false,true,true,false,false,true,0,false,false
2926,"Nerve Gas",false,405,3,0,8,24,3214,3254,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,30,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,61,false,false,true,false,true,true,false,false,true,0,false,false
2927,"Barofield",false,405,3,0,8,24,3218,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2928,"Barofield",false,405,3,0,0,0,3618,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2929,"Main Head",false,405,3,0,0,0,3221,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2930,"Secondary Head",false,405,3,0,8,24,3220,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2931,"Secondary Head",false,405,3,0,0,0,3219,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2932,"(仮)ティアマット：メカハイドラ：3連メテオ発射/A：バハムートダンジョン3",false,405,3,0,8,24,3215,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
2933,"(仮)ティアマット：メカハイドラ：3連メテオ発射/B：バハムートダンジョン3",false,405,3,0,8,24,3216,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
2934,"Seed of the Rivers",false,405,3,0,0,0,3614,3615,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2935,"Seed of the Sea",false,405,3,0,0,0,3616,3617,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2936,"Emergency Mode",false,405,3,0,8,24,3222,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,50,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2937,"Nerve Cloud",false,405,3,0,8,24,3217,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2938,"Nerve Cloud",false,405,3,0,8,24,3217,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,80,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2939,"Nanospore Jet",false,405,3,0,8,24,3223,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,40,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2940,"Nanospore Cloud",false,405,3,0,0,0,3619,3620,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2941,"Auto-cannons",false,405,3,0,8,24,3541,3542,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,4,40,5,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,2,false,false,true,false,false,true,false,false,true,0,false,false
2942,"Self-destruct",false,405,3,0,8,24,3543,3544,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,2,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,1,false,false,true,false,false,true,false,false,true,0,false,false
2943,"Vacuum Wave",false,405,3,0,0,0,1593,1841,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2944,"(仮)ダラガブ球：AA：バハムートダンジョン3/ボス2用",false,405,1,0,0,0,2254,2265,0,-1,0,0,false,-1,false,false,false,true,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2945,"Node Retrieval",false,405,3,0,0,0,2263,1875,0,-1,0,0,false,100,false,true,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2946,"Object 199",false,405,3,0,8,24,2264,2271,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2947,"Repelling Cannons",false,405,3,0,0,0,2256,2267,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,8,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2948,"Gravity Field",false,405,3,0,0,0,2258,2268,0,-1,0,0,false,100,false,false,false,false,false,false,true,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,false,true,false,false,true,0,false,false
2949,"Forked Lightning",false,405,3,0,0,0,2260,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2950,"Forked Lightning",false,405,3,0,0,0,2986,2987,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,5,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2951,"Revelation",false,405,3,0,8,24,3209,3249,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,30,0,0,1,1,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
2952,"Brand of Purgatory",false,405,3,0,8,24,3202,3242,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
